Complaint_text,Catagory
My house wiring is causing shocks; repair it.,Customer
Please grant my medical leave request.,Employee
My meter is not recording; please repair it.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff with no extra fees?,Customer
My bill shows a wrong reading; please correct.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please shift my meter to the new building.,EEU Service
The bill is for a wrong meter; please fix.,Bill
My internal wiring is causing power issues; repair.,Customer
Please process my annual leave as a staff member.,Employee
My meter board was burnt; please replace it.,Meter
Please repair the cracked pole in my area.,Supply
I need a tariff for my home-based business.,Customer
My bill has an incorrect balance; fix it.,Bill
Please reduce my load; I�m downsizing.,Miscellaneous
My prepaid card code is damaged; replace it.,Pre-paid
Please reconnect my electricity; I paid.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is sparking; please fix it.,Customer
Please approve my allowance application.,Employee
My meter is giving wrong readings; please check.,Meter
The pole is damaged; please replace it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a fee I didn�t agree to; remove.,Bill
Please fix my prepaid meter; it�s broken.,Pre-paid
Please relocate my meter to the front gate.,EEU Service
The bill has a wrong name; please update.,Bill
My internal wiring is causing outages; repair it.,Customer
Please grant my annual leave application.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my small shop; apply it.,Customer
My bill shows a negative amount; correct it.,Bill
I want a lower load for my home.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid on time.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing power drops; repair it.,Customer
Please process my medical leave request.,Employee
My meter is not functioning; please replace it.,Meter
The pole is unsafe; please repair it.,Supply
Can you apply a low-cost tariff for my home?,Customer
My bill shows a high reading; please verify.,Bill
Please replace my damaged prepaid meter.,Pre-paid
Please move my meter to a better spot.,EEU Service
The bill is for a different account; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please approve my annual leave as an employee.,Employee
My meter board was damaged; please replace it.,Meter
Please repair the leaning pole in my street.,Supply
I need a tariff for my new business; update.,Customer
My bill has a wrong meter reading; fix it.,Bill
Please reduce my load; I use less electricity.,Miscellaneous
My prepaid card was lost; please issue a new one.,Pre-paid
Please reconnect my power; I paid my bill.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my allowance application.,Employee
My meter stopped after a surge; please replace.,Meter
The pole is cracked; please fix it.,Supply
Can you switch my tariff to a prepaid rate?,Customer
My bill includes a surcharge; please remove it.,Bill
Please repair my burnt prepaid meter.,Pre-paid
Please shift my meter to the new extension.,EEU Service
The bill has an incorrect tariff; please fix.,Bill
My internal wiring is sparking; please repair.,Customer
Please process my annual leave request.,Employee
My meter board caught fire; please fix it.,Meter
Please fix the damaged pole in my area.,Supply
I need a tariff for my apartment; apply it.,Customer
My bill shows a wrong usage; please correct.,Bill
I want a lower load for my small shop.,Miscellaneous
My prepaid meter is broken; please fix it.,Pre-paid
Please restore my electricity; I paid my bill.,EEU Service
The bill has a high tariff; please adjust.,Bill
My house wiring is causing outages; repair it.,Customer
Please approve my medical leave application.,Employee
My meter is giving high readings; please test.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff for my new home?,Customer
My bill shows a high reading; please verify.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please relocate my meter to the front entrance.,EEU Service
The bill is for a different property; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please grant my annual leave as an employee.,Employee
My meter board was damaged by fire; replace it.,Meter
Please repair the cracked pole in my street.,Supply
I need a tariff for my small business; update.,Customer
My bill has a wrong meter number; fix it.,Bill
Please reduce my load; I use less power.,Miscellaneous
My prepaid card was stolen; please replace.,Pre-paid
Please reconnect my power; I paid on time.,EEU Service
The bill shows a negative balance; correct it.,Bill
My house wiring is causing power issues; repair.,Customer
Please process my allowance as an employee.,Employee
My meter stopped after a storm; please replace.,Meter
The pole is unsafe; please fix it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a tax I don�t owe; remove it.,Bill
Please replace my burnt prepaid meter.,Pre-paid
Please move my meter to a safer location.,EEU Service
The bill has a wrong tariff rate; please update.,Bill
My internal wiring is sparking; please repair.,Customer
Please approve my annual leave request.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my new rental; apply it.,Customer
My bill shows a high usage; please verify.,Bill
I want a lower load for my apartment.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid my bill.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my medical leave request.,Employee
My meter is not recording; please repair it.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff with no extra fees?,Customer
My bill shows a wrong reading; please correct.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please shift my meter to the new building.,EEU Service
The bill is for a wrong meter; please fix.,Bill
My internal wiring is causing power issues; repair.,Customer
Please process my annual leave as a staff member.,Employee
My meter board was burnt; please replace it.,Meter
Please repair the cracked pole in my area.,Supply
I need a tariff for my home-based business.,Customer
My bill has an incorrect balance; fix it.,Bill
Please reduce my load; I�m downsizing.,Miscellaneous
My prepaid card code is damaged; replace it.,Pre-paid
Please reconnect my electricity; I paid.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is sparking; please fix it.,Customer
Please approve my allowance application.,Employee
My meter is giving wrong readings; please check.,Meter
The pole is damaged; please replace it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a fee I didn�t agree to; remove.,Bill
Please fix my prepaid meter; it�s broken.,Pre-paid
Please relocate my meter to the front gate.,EEU Service
The bill has a wrong name; please update.,Bill
My internal wiring is causing outages; repair it.,Customer
Please grant my annual leave application.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my small shop; apply it.,Customer
My bill shows a negative amount; correct it.,Bill
I want a lower load for my home.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid on time.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing power drops; repair it.,Customer
Please process my medical leave request.,Employee
My meter is not functioning; please replace it.,Meter
The pole is unsafe; please repair it.,Supply
Can you apply a low-cost tariff for my home?,Customer
My bill shows a high reading; please verify.,Bill
Please replace my damaged prepaid meter.,Pre-paid
Please move my meter to a better spot.,EEU Service
The bill is for a different account; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please approve my annual leave as an employee.,Employee
My meter board was damaged; please replace it.,Meter
Please repair the leaning pole in my street.,Supply
I need a tariff for my new business; update.,Customer
My bill has a wrong meter reading; fix it.,Bill
Please reduce my load; I use less electricity.,Miscellaneous
My prepaid card was lost; please issue a new one.,Pre-paid
Please reconnect my power; I paid my bill.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my allowance application.,Employee
My meter stopped after a surge; please replace.,Meter
The pole is cracked; please fix it.,Supply
Can you switch my tariff to a prepaid rate?,Customer
My bill includes a surcharge; please remove it.,Bill
Please repair my burnt prepaid meter.,Pre-paid
Please shift my meter to the new extension.,EEU Service
The bill has an incorrect tariff; please fix.,Bill
My internal wiring is sparking; please repair.,Customer
Please process my annual leave request.,Employee
My meter board caught fire; please fix it.,Meter
Please fix the damaged pole in my area.,Supply
I need a tariff for my apartment; apply it.,Customer
My bill shows a wrong usage; please correct.,Bill
I want a lower load for my small shop.,Miscellaneous
My prepaid meter is broken; please fix it.,Pre-paid
Please restore my electricity; I paid my bill.,EEU Service
The bill has a high tariff; please adjust.,Bill
My house wiring is causing outages; repair it.,Customer
Please approve my medical leave application.,Employee
My meter is giving high readings; please test.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff for my new home?,Customer
My bill shows a high reading; please verify.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please relocate my meter to the front entrance.,EEU Service
The bill is for a different property; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please grant my annual leave as an employee.,Employee
My meter board was damaged by fire; replace it.,Meter
Please repair the cracked pole in my street.,Supply
I need a tariff for my small business; update.,Customer
My bill has a wrong meter number; fix it.,Bill
Please reduce my load; I use less power.,Miscellaneous
My prepaid card was stolen; please replace.,Pre-paid
Please reconnect my power; I paid on time.,EEU Service
The bill shows a negative balance; correct it.,Bill
My house wiring is causing power issues; repair.,Customer
Please process my allowance as an employee.,Employee
My meter stopped after a storm; please replace.,Meter
The pole is unsafe; please fix it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a tax I don�t owe; remove it.,Bill
Please replace my burnt prepaid meter.,Pre-paid
Please move my meter to a safer location.,EEU Service
The bill has a wrong tariff rate; please update.,Bill
My internal wiring is sparking; please repair.,Customer
Please approve my annual leave request.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my new rental; apply it.,Customer
My bill shows a high usage; please verify.,Bill
I want a lower load for my apartment.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid my bill.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my medical leave request.,Employee
My meter is not recording; please repair it.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff with no extra fees?,Customer
My bill shows a wrong reading; please correct.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please shift my meter to the new building.,EEU Service
The bill is for a wrong meter; please fix.,Bill
My internal wiring is causing power issues; repair.,Customer
Please process my annual leave as a staff member.,Employee
My meter board was burnt; please replace it.,Meter
Please repair the cracked pole in my area.,Supply
I need a tariff for my home-based business.,Customer
My bill has an incorrect balance; fix it.,Bill
Please reduce my load; I�m downsizing.,Miscellaneous
My prepaid card code is damaged; replace it.,Pre-paid
Please reconnect my electricity; I paid.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is sparking; please fix it.,Customer
Please approve my allowance application.,Employee
My meter is giving wrong readings; please check.,Meter
The pole is damaged; please replace it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a fee I didn�t agree to; remove.,Bill
Please fix my prepaid meter; it�s broken.,Pre-paid
Please relocate my meter to the front gate.,EEU Service
The bill has a wrong name; please update.,Bill
My internal wiring is causing outages; repair it.,Customer
Please grant my annual leave application.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my small shop; apply it.,Customer
My bill shows a negative amount; correct it.,Bill
I want a lower load for my home.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid on time.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing power drops; repair it.,Customer
Please process my medical leave request.,Employee
My meter is not functioning; please replace it.,Meter
The pole is unsafe; please repair it.,Supply
Can you apply a low-cost tariff for my home?,Customer
My bill shows a high reading; please verify.,Bill
Please replace my damaged prepaid meter.,Pre-paid
Please move my meter to a better spot.,EEU Service
The bill is for a different account; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please approve my annual leave as an employee.,Employee
My meter board was damaged; please replace it.,Meter
Please repair the leaning pole in my street.,Supply
I need a tariff for my new business; update.,Customer
My bill has a wrong meter reading; fix it.,Bill
Please reduce my load; I use less electricity.,Miscellaneous
My prepaid card was lost; please issue a new one.,Pre-paid
Please reconnect my power; I paid my bill.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my allowance application.,Employee
My meter stopped after a surge; please replace.,Meter
The pole is cracked; please fix it.,Supply
Can you switch my tariff to a prepaid rate?,Customer
My bill includes a surcharge; please remove it.,Bill
Please repair my burnt prepaid meter.,Pre-paid
Please shift my meter to the new extension.,EEU Service
The bill has an incorrect tariff; please fix.,Bill
My internal wiring is sparking; please repair.,Customer
Please process my annual leave request.,Employee
My meter board caught fire; please fix it.,Meter
Please fix the damaged pole in my area.,Supply
I need a tariff for my apartment; apply it.,Customer
My bill shows a wrong usage; please correct.,Bill
I want a lower load for my small shop.,Miscellaneous
My prepaid meter is broken; please fix it.,Pre-paid
Please restore my electricity; I paid my bill.,EEU Service
The bill has a high tariff; please adjust.,Bill
My house wiring is causing outages; repair it.,Customer
Please approve my medical leave application.,Employee
My meter is giving high readings; please test.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff for my new home?,Customer
My bill shows a high reading; please verify.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please relocate my meter to the front entrance.,EEU Service
The bill is for a different property; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please grant my annual leave as an employee.,Employee
My meter board was damaged by fire; replace it.,Meter
Please repair the cracked pole in my street.,Supply
I need a tariff for my small business; update.,Customer
My bill has a wrong meter number; fix it.,Bill
Please reduce my load; I use less power.,Miscellaneous
My prepaid card was stolen; please replace.,Pre-paid
Please reconnect my power; I paid on time.,EEU Service
The bill shows a negative balance; correct it.,Bill
My house wiring is causing power issues; repair.,Customer
Please process my allowance as an employee.,Employee
My meter stopped after a storm; please replace.,Meter
The pole is unsafe; please fix it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a tax I don�t owe; remove it.,Bill
Please replace my burnt prepaid meter.,Pre-paid
Please move my meter to a safer location.,EEU Service
The bill has a wrong tariff rate; please update.,Bill
My internal wiring is sparking; please repair.,Customer
Please approve my annual leave request.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my new rental; apply it.,Customer
My bill shows a high usage; please verify.,Bill
I want a lower load for my apartment.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid my bill.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my medical leave request.,Employee
My meter is not recording; please repair it.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff with no extra fees?,Customer
My bill shows a wrong reading; please correct.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please shift my meter to the new building.,EEU Service
The bill is for a wrong meter; please fix.,Bill
My internal wiring is causing power issues; repair.,Customer
Please process my annual leave as a staff member.,Employee
My meter board was burnt; please replace it.,Meter
Please repair the cracked pole in my area.,Supply
I need a tariff for my home-based business.,Customer
My bill has an incorrect balance; fix it.,Bill
Please reduce my load; I�m downsizing.,Miscellaneous
My prepaid card code is damaged; replace it.,Pre-paid
Please reconnect my electricity; I paid.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is sparking; please fix it.,Customer
Please approve my allowance application.,Employee
My meter is giving wrong readings; please check.,Meter
The pole is damaged; please replace it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a fee I didn�t agree to; remove.,Bill
Please fix my prepaid meter; it�s broken.,Pre-paid
Please relocate my meter to the front gate.,EEU Service
The bill has a wrong name; please update.,Bill
My internal wiring is causing outages; repair it.,Customer
Please grant my annual leave application.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my small shop; apply it.,Customer
My bill shows a negative amount; correct it.,Bill
I want a lower load for my home.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid on time.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing power drops; repair it.,Customer
Please process my medical leave request.,Employee
My meter is not functioning; please replace it.,Meter
The pole is unsafe; please repair it.,Supply
Can you apply a low-cost tariff for my home?,Customer
My bill shows a high reading; please verify.,Bill
Please replace my damaged prepaid meter.,Pre-paid
Please move my meter to a better spot.,EEU Service
The bill is for a different account; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please approve my annual leave as an employee.,Employee
My meter board was damaged; please replace it.,Meter
Please repair the leaning pole in my street.,Supply
I need a tariff for my new business; update.,Customer
My bill has a wrong meter reading; fix it.,Bill
Please reduce my load; I use less electricity.,Miscellaneous
My prepaid card was lost; please issue a new one.,Pre-paid
Please reconnect my power; I paid my bill.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my allowance application.,Employee
My meter stopped after a surge; please replace.,Meter
The pole is cracked; please fix it.,Supply
Can you switch my tariff to a prepaid rate?,Customer
My bill includes a surcharge; please remove it.,Bill
Please repair my burnt prepaid meter.,Pre-paid
Please shift my meter to the new extension.,EEU Service
The bill has an incorrect tariff; please fix.,Bill
My internal wiring is sparking; please repair.,Customer
Please process my annual leave request.,Employee
My meter board caught fire; please fix it.,Meter
Please fix the damaged pole in my area.,Supply
I need a tariff for my apartment; apply it.,Customer
My bill shows a wrong usage; please correct.,Bill
I want a lower load for my small shop.,Miscellaneous
My prepaid meter is broken; please fix it.,Pre-paid
Please restore my electricity; I paid my bill.,EEU Service
The bill has a high tariff; please adjust.,Bill
My house wiring is causing outages; repair it.,Customer
Please approve my medical leave application.,Employee
My meter is giving high readings; please test.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff for my new home?,Customer
My bill shows a high reading; please verify.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please relocate my meter to the front entrance.,EEU Service
The bill is for a different property; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please grant my annual leave as an employee.,Employee
My meter board was damaged by fire; replace it.,Meter
Please repair the cracked pole in my street.,Supply
I need a tariff for my small business; update.,Customer
My bill has a wrong meter number; fix it.,Bill
Please reduce my load; I use less power.,Miscellaneous
My prepaid card was stolen; please replace.,Pre-paid
Please reconnect my power; I paid on time.,EEU Service
The bill shows a negative balance; correct it.,Bill
My house wiring is causing power issues; repair.,Customer
Please process my allowance as an employee.,Employee
My meter stopped after a storm; please replace.,Meter
The pole is unsafe; please fix it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a tax I don�t owe; remove it.,Bill
Please replace my burnt prepaid meter.,Pre-paid
Please move my meter to a safer location.,EEU Service
The bill has a wrong tariff rate; please update.,Bill
My internal wiring is sparking; please repair.,Customer
Please approve my annual leave request.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my new rental; apply it.,Customer
My bill shows a high usage; please verify.,Bill
I want a lower load for my apartment.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid my bill.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my medical leave request.,Employee
My meter is not recording; please repair it.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff with no extra fees?,Customer
My bill shows a wrong reading; please correct.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please shift my meter to the new building.,EEU Service
The bill is for a wrong meter; please fix.,Bill
My internal wiring is causing power issues; repair.,Customer
Please process my annual leave as a staff member.,Employee
My meter board was burnt; please replace it.,Meter
Please repair the cracked pole in my area.,Supply
I need a tariff for my home-based business.,Customer
My bill has an incorrect balance; fix it.,Bill
Please reduce my load; I�m downsizing.,Miscellaneous
My prepaid card code is damaged; replace it.,Pre-paid
Please reconnect my electricity; I paid.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is sparking; please fix it.,Customer
Please approve my allowance application.,Employee
My meter is giving wrong readings; please check.,Meter
The pole is damaged; please replace it.,Supply
Can you change my tariff to a residential plan?,Customer
My bill includes a fee I didn�t agree to; remove.,Bill
Please fix my prepaid meter; it�s broken.,Pre-paid
Please relocate my meter to the front gate.,EEU Service
The bill has a wrong name; please update.,Bill
My internal wiring is causing outages; repair it.,Customer
Please grant my annual leave application.,Employee
My meter board caught fire; please replace it.,Meter
Please fix the broken pole in my street.,Supply
I need a tariff for my small shop; apply it.,Customer
My bill shows a negative amount; correct it.,Bill
I want a lower load for my home.,Miscellaneous
My prepaid meter stopped working; replace it.,Pre-paid
Please restore my power; I paid on time.,EEU Service
The bill has a high rate; please adjust.,Bill
My house wiring is causing power drops; repair it.,Customer
Please process my medical leave request.,Employee
My meter is not functioning; please replace it.,Meter
The pole is unsafe; please repair it.,Supply
Can you apply a low-cost tariff for my home?,Customer
My bill shows a high reading; please verify.,Bill
Please replace my damaged prepaid meter.,Pre-paid
Please move my meter to a better spot.,EEU Service
The bill is for a different account; correct it.,Bill
My internal wiring is faulty; please fix it.,Customer
Please approve my annual leave as an employee.,Employee
My meter board was damaged; please replace it.,Meter
Please repair the leaning pole in my street.,Supply
I need a tariff for my new business; update.,Customer
My bill has a wrong meter reading; fix it.,Bill
Please reduce my load; I use less electricity.,Miscellaneous
My prepaid card was lost; please issue a new one.,Pre-paid
Please reconnect my power; I paid my bill.,EEU Service
The bill shows a tariff error; please correct.,Bill
My house wiring is causing shocks; repair it.,Customer
Please grant my allowance application.,Employee
My meter stopped after a surge; please replace.,Meter
The pole is cracked; please fix it.,Supply
Can you switch my tariff to a prepaid rate?,Customer
My bill includes a surcharge; please remove it.,Bill
Please repair my burnt prepaid meter.,Pre-paid
Please shift my meter to the new extension.,EEU Service
The bill has an incorrect tariff; please fix.,Bill
My internal wiring is sparking; please repair.,Customer
Please process my annual leave request.,Employee
My meter board caught fire; please fix it.,Meter
Please fix the damaged pole in my area.,Supply
I need a tariff for my apartment; apply it.,Customer
My bill shows a wrong usage; please correct.,Bill
I want a lower load for my small shop.,Miscellaneous
My prepaid meter is broken; please fix it.,Pre-paid
Please restore my electricity; I paid my bill.,EEU Service
The bill has a high tariff; please adjust.,Bill
My house wiring is causing outages; repair it.,Customer
Please approve my medical leave application.,Employee
My meter is giving high readings; please test.,Meter
The pole is leaning; please replace it.,Supply
Can you apply a tariff for my new home?,Customer
My bill shows a high reading; please verify.,Bill
Please repair my faulty prepaid meter.,Pre-paid
Please relocate my meter to the front entrance.,EEU Service
The bill is for a different property; correct it.,Bill
My internal wiring got some problem that is beyond my electrician capability,Customer
I want to stop my electric supply for some time,EEU Service
I want tostop electric city forever,EEU Service
I want to change my breaker,Miscellaneous
I want the tarrif to change because i am an industrial company,Customer
please help me reconnect my service that i stop a month ago,EEU Service
